query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done,link
Equisetum environmental sample,Equisetum palustre fo. verticillatum Milde,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605192,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605192
Equisetum environmental sample,Equisetum palustre L.,Legitimate,FALSE,0,0,0,0,0,Species Plantarum 2: 1061. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26602010,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602010
Equisetum environmental sample,Equisetum palustre var. americanum Vict.,No opinion,FALSE,0,0,0,0,0,"Contributions de Laboratoire de Botanique de l'Université de Montréal 9: 51, f. 7. 1927. (Contr. Lab. Bot. Univ. Montréal) ",http://www.tropicos.org/Name/26605940,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605940
Equisetum environmental sample,Equisetum palustre var. polystachion Weigel,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388553,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388553
Equisetum environmental sample,Equisetum palustre var. szechuanense C.N. Page,No opinion,FALSE,0,0,0,0,0,Fern Gazette 11(1): 34. 1974. (Fern Gaz.) ,http://www.tropicos.org/Name/50176005,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50176005
Equisetum environmental sample,Equisetum praealtum Raf.,No opinion,FALSE,0,0,0,0,0,"Florula Ludoviciana, or, a flora of the state of . . . 13. 1817. (Fl. Ludov.) ",http://www.tropicos.org/Name/26602953,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602953
Equisetum environmental sample,Equisetum praealtum var. affine (Engelm.) M. Broun,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388701,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388701
Equisetum environmental sample,Equisetum pratense Ehrh.,No opinion,FALSE,0,0,0,0,0,Hannoverisches Magazin 22: 138. 1784. (Hannover. Mag.) ,http://www.tropicos.org/Name/26602011,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602011
Equisetum environmental sample,Equisetum pratense fo. nanum Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605028,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605028
Equisetum environmental sample,Equisetum pratense fo. pratense ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605992,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605992
Equisetum environmental sample,Equisetum pratense fo. ramulosum Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605029,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605029
Equisetum environmental sample,Equisetum pratense fo. serotinum Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605030,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605030
Equisetum environmental sample,Equisetum prealtum Raf.,No opinion,FALSE,0,0,0,0,0,"Florula Ludoviciana, or, a flora of the state of . . . 13. 1817. (Fl. Ludov.) ",http://www.tropicos.org/Name/26604828,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604828
Equisetum environmental sample,Equisetum prealtum var. affine (Engelm.) M. Broun,No opinion,FALSE,0,0,0,0,0,Index to North American Ferns 93. 1938. (Index N. Amer. Ferns) ,http://www.tropicos.org/Name/26602955,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602955
Equisetum environmental sample,Equisetum prealtum var. laevigatum Bush,No opinion,FALSE,0,0,0,0,0,American Midland Naturalist 12: 111. 1930. (Amer. Midl. Naturalist) ,http://www.tropicos.org/Name/26602958,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602958
Equisetum environmental sample,Equisetum pyramidale Goldm.,No opinion,FALSE,0,0,0,0,0,Novorum Actorum Academiae Caesareae Leopoldino-Carolinae Germanicae Naturae Curiosorum 11: 469. 1843. (Nov. Actorum Acad. Caes. Leop.-Carol. German. Nat. Cur.) ,http://www.tropicos.org/Name/26613526,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26613526
Equisetum environmental sample,Equisetum ramosissimum Desf.,Legitimate,FALSE,0,0,0,0,0,Flora Atlantica 2: 398–399. 1799. (Fl. Atlant.) ,http://www.tropicos.org/Name/26600163,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26600163
Equisetum environmental sample,Equisetum ramosissimum Kunth,Illegitimate,FALSE,0,0,0,0,0,Species Plantarum. Editio quarta 5: 9. 1810. (Sp. Pl.) ,http://www.tropicos.org/Name/26608436,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608436
Equisetum environmental sample,Equisetum ramosissimum subsp. debile (Roxb. ex Vaucher) Hauke,Legitimate,FALSE,0,0,0,0,0,American Fern Journal 52(1): 33. 1962. (Amer. Fern J.) ,http://www.tropicos.org/Name/26613529,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26613529
Equisetum environmental sample,Equisetum ramosissimum subsp. moorei Maire,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26611946,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611946
Equisetum environmental sample,Equisetum ramosissimum subsp. ramosissimum ,Legitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605908,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605908
Equisetum environmental sample,Equisetum ramosissimum var. altissimum Bir,No opinion,FALSE,0,0,0,0,0,Indian Fern Journal 2(1–2): 42. 1985. (Indian Fern J.) ,http://www.tropicos.org/Name/26604503,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604503
Equisetum environmental sample,Equisetum ramosissimum var. annuliferum (Milde) Milde,No opinion,FALSE,0,0,0,0,0,Monographia Equisetorum 444. 1867. (Monogr. Equiset.) ,http://www.tropicos.org/Name/50065010,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50065010
Equisetum environmental sample,Equisetum ramosissimum var. glaucum Nakai,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388683,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388683
Equisetum environmental sample,"Equisetum ramosissimum var. huegelii (Milde) Christenh. & Husby, Chad E.",No opinion,FALSE,0,0,0,0,0,Botanical Journal of the Linnean Society 189(4): 343. 2019. (4 April 2019) (Bot. J. Linn. Soc.) ,http://www.tropicos.org/Name/100477878,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477878
Equisetum environmental sample,Equisetum ramosissimum var. japonicum Milde,No opinion,FALSE,0,0,0,0,0,1865,http://www.tropicos.org/Name/50107747,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50107747
Equisetum environmental sample,Equisetum ramosissimum var. ramosissimum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26623398,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26623398
Equisetum environmental sample,Equisetum ramosissimum var. taikankoense Yamam.,No opinion,FALSE,0,0,0,0,0,Transactions of the Natural History Society of Taiwan 20(107): 97–98. 1930. (Trans. Nat. Hist. Soc. Taiwan) ,http://www.tropicos.org/Name/26623397,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26623397
Equisetum environmental sample,Equisetum ramosum Lam. & DC.,Legitimate,FALSE,0,0,0,0,0,Syn. Pl. Fl. Gall. 118. 1806. (Syn. Pl. Fl. Gall.) ,http://www.tropicos.org/Name/26611105,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26611105
Equisetum environmental sample,Equisetum reptans var. variegatum (Schleich. ex F. Weber & D. Mohr) Wahlenb.,No opinion,FALSE,0,0,0,0,0,Flora Lapponica (Wahlenberg) 298–299. 1812. (Fl. Lapp.) ,http://www.tropicos.org/Name/100380377,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100380377
Equisetum environmental sample,Equisetum reptans Wahlenb.,No opinion,FALSE,0,0,0,0,0,Flora Lapponica (Wahlenberg) 298–299. 1812. (Fl. Lapp.) ,http://www.tropicos.org/Name/100380374,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100380374
Equisetum environmental sample,Equisetum ripense Nakai & F. Maek.,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26625180,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26625180
Equisetum environmental sample,Equisetum robustum A. Braun ex Engelm.,No opinion,FALSE,0,0,0,0,0,American Journal of Botany 46: 88. 1844. (Amer. J. Bot.) ,http://www.tropicos.org/Name/26604138,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604138
Equisetum environmental sample,Equisetum robustum var. affine Engelm.,No opinion,FALSE,0,0,0,0,0,"American Journal of Science, and Arts 46: 88. 1844. (Amer. J. Sci. Arts) ",http://www.tropicos.org/Name/26602959,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602959
Equisetum environmental sample,Equisetum saxicola Suksd.,No opinion,FALSE,0,0,0,0,0,Deutsche Botanische Monatsschrift 19(6): 93. 1901. (Deutsche Bot. Monatsschr.) ,http://www.tropicos.org/Name/26604529,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604529
Equisetum environmental sample,Equisetum schaffneri Milde,No opinion,FALSE,0,0,0,0,0,Verhandlungen der Kaiserlich-Königlichen Zoologisch-Botanischen Gesellschaft in Wien 345. 1861. (Verh. K.K. Zool.-Bot. Ges. Wien) ,http://www.tropicos.org/Name/50211338,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50211338
Equisetum environmental sample,Equisetum scirpoides Michx.,Legitimate,FALSE,0,0,0,0,0,Flora Boreali-Americana (Michaux) 2: 281. 1803. (Fl. Bor.-Amer.) ,http://www.tropicos.org/Name/26602012,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602012
Equisetum environmental sample,Equisetum scirpoides var. minor G. Lawson,No opinion,FALSE,0,0,0,0,0,Transactions of the Botanical Society of Edinburgh 7: 564. 1863. (Trans. Bot. Soc. Edinburgh) ,http://www.tropicos.org/Name/26605329,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605329
Equisetum environmental sample,Equisetum sieboldi Milde,No opinion,FALSE,0,0,0,0,0,Annales Musei Botanici Lugduno-Batavi 1: 62. 1863. (Ann. Mus. Bot. Lugduno-Batavi) ,http://www.tropicos.org/Name/26613528,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26613528
Equisetum environmental sample,Equisetum silvaticum L.,Illegitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26604938,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604938
Equisetum environmental sample,Equisetum silvaticum var. pauciramosum Milde,Illegitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26604939,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604939
Equisetum environmental sample,Equisetum simosum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/50149195,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50149195
Equisetum environmental sample,Equisetum simosum fo. linnaeanum Döll,No opinion,FALSE,0,0,0,0,0,Flora des Grossherzogthums Baden 1: 64. 1857. (Fl. Baden) ,http://www.tropicos.org/Name/50138775,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50138775
Equisetum environmental sample,Equisetum subg. Hippochaete (Milde) Baker,No opinion,FALSE,0,0,0,0,0,Handbook of the Fern-Allies 3. 1887. (Handb. Fern-Allies) ,http://www.tropicos.org/Name/26608959,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608959
Equisetum environmental sample,"Equisetum subg. Paramochaete Christenh. & Husby, Chad E.",No opinion,FALSE,0,0,0,0,0,Botanical Journal of the Linnean Society 189(4): 326. 2019. (4 April 2019) (Bot. J. Linn. Soc.) ,http://www.tropicos.org/Name/100477875,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477875
Equisetum environmental sample,Equisetum sylvaticum fo. multiramosum Fernald,No opinion,FALSE,0,0,0,0,0,Rhodora 20(235): 131. 1918. (Rhodora) ,http://www.tropicos.org/Name/26605031,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605031
Equisetum environmental sample,Equisetum sylvaticum fo. opsistachyum Lepage,No opinion,FALSE,0,0,0,0,0,"Le Naturaliste Canadien 78: 345, fig.2. 1951. (Naturaliste Canad.) ",http://www.tropicos.org/Name/26605333,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605333
Equisetum environmental sample,Equisetum sylvaticum fo. pauciramosum ,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605334,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605334
Equisetum environmental sample,Equisetum sylvaticum fo. sylvaticum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605990,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605990
Equisetum environmental sample,Equisetum sylvaticum L.,Legitimate,FALSE,0,0,0,0,0,Species Plantarum 2: 1061. 1753. (1 May 1753) (Sp. Pl.) ,http://www.tropicos.org/Name/26602013,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602013
Equisetum environmental sample,Equisetum sylvaticum var. capillare (Hoffm.) Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388572,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388572
Equisetum environmental sample,Equisetum sylvaticum var. multiramosum (Fernald) Wherry,No opinion,FALSE,0,0,0,0,0,American Fern Journal 27(2): 58. 1937. (Amer. Fern J.) ,http://www.tropicos.org/Name/50176018,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50176018
Equisetum environmental sample,Equisetum sylvaticum var. multiramosum sensu Cody,No opinion,FALSE,0,0,0,0,0,1960,http://www.tropicos.org/Name/26604910,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604910
Equisetum environmental sample,Equisetum sylvaticum var. pauciramosum Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26604909,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604909
Equisetum environmental sample,Equisetum sylvaticum var. squarrosum Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 9: 36. 1901. (Fern Bull.) ,http://www.tropicos.org/Name/26605330,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605330
Equisetum environmental sample,Equisetum sylvaticum var. sylvaticum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605332,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605332
Equisetum environmental sample,Equisetum telmateia Ehrh.,No opinion,FALSE,0,0,0,0,0,Hannoverisches Magazin 21: 287. 1783. (Hannover. Mag.) ,http://www.tropicos.org/Name/26602014,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602014
Equisetum environmental sample,Equisetum telmateia subsp. braunii (Milde) Hauke,No opinion,FALSE,0,0,0,0,0,Nova Hedwigia 30: 434. 1978. (Nova Hedwigia) ,http://www.tropicos.org/Name/26605907,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605907
Equisetum environmental sample,Equisetum telmateia var. braunii (Milde) Milde,No opinion,FALSE,0,0,0,0,0,Monographia Equisetorum 246. 1867. (Monogr. Equiset.) ,http://www.tropicos.org/Name/26602015,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602015
Equisetum environmental sample,Equisetum telmateia var. frondescens A. Braun,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605335,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605335
Equisetum environmental sample,Equisetum telmateia var. hillii A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 8: 77. 1900. (Fern Bull.) ,http://www.tropicos.org/Name/26604571,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604571
Equisetum environmental sample,Equisetum telmateia var. serotinum Milde,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605336,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605336
Equisetum environmental sample,Equisetum tenellum (Lilj.) A.A. Eaton,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/100388708,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100388708
Equisetum environmental sample,Equisetum trachyodon (A. Braun) W.D.J. Koch,No opinion,FALSE,0,0,0,0,0,Synopsis Florae Germanicae et Helveticae (ed. 2) 3: 967. 1845. (Syn. Fl. Germ. Helv. (ed. 2)) ,http://www.tropicos.org/Name/26602016,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602016
Equisetum environmental sample,Equisetum umbrosum J.G.F. Mey. ex Willd.,No opinion,FALSE,0,0,0,0,0,"Enumeratio Plantarum Horti Botanici Berolinensis, . . . 2: 1065. 1809. (Enum. Pl.) ",http://www.tropicos.org/Name/26605328,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605328
Equisetum environmental sample,Equisetum umbrosum Lapeyr.,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605331,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605331
Equisetum environmental sample,Equisetum variegatum fo. geminatum S.F. Blake,No opinion,FALSE,0,0,0,0,0,Rhodora 15(177): 156. 1913. (Rhodora) ,http://www.tropicos.org/Name/50089709,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50089709
Equisetum environmental sample,Equisetum variegatum Schleich. ex F. Weber & D. Mohr,Legitimate,FALSE,0,0,0,0,0,"Botanisches Taschenbuch auf das Jahr 1807 60, 447. 1807. (Bot. Taschenb. (Weber)) ",http://www.tropicos.org/Name/26602017,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602017
Equisetum environmental sample,Equisetum variegatum subsp. alaskanum (A.A. Eaton) Hultén,Legitimate,FALSE,0,0,0,0,0,"Acta Universitatis Lundensis, Nova series. Afd 2 37(1): 59. 1941. (Acta Univ. Lund. 2) ",http://www.tropicos.org/Name/26604572,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604572
Equisetum environmental sample,Equisetum variegatum subsp. variegatum ,Legitimate,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26604937,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604937
Equisetum environmental sample,Equisetum variegatum var. alaskanum A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Harriman Alaska Expedition 5: 390. 1904. (Harriman Alaska Exped.) ,http://www.tropicos.org/Name/26602018,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26602018
Equisetum environmental sample,Equisetum variegatum var. alaskanum A.A. Eaton ex Gilbert,Invalid,FALSE,0,0,0,0,0,Working List of North American Pteridophytes 9. 1901. (List N. Amer. Pterid.) ,http://www.tropicos.org/Name/50164405,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50164405
Equisetum environmental sample,Equisetum variegatum var. anceps Milde,No opinion,FALSE,0,0,0,0,0,**. ,http://www.tropicos.org/Name/26605051,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605051
Equisetum environmental sample,Equisetum variegatum var. jesupii A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Musci Alleghanienses 27. 1901. (Musci Allegh.) ,http://www.tropicos.org/Name/26604139,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604139
Equisetum environmental sample,Equisetum variegatum var. meridionale Milde,No opinion,FALSE,0,0,0,0,0,Botanische Zeitung (Berlin) 20: 458. 1862. (Bot. Zeitung (Berlin)) ,http://www.tropicos.org/Name/100477898,NA,Exclude,no_match,1,http://www.tropicos.org/Name/100477898
Equisetum environmental sample,Equisetum variegatum var. multirameum S.F. Blake,No opinion,FALSE,0,0,0,0,0,Rhodora 15(177): 156–157. 1913. (Rhodora) ,http://www.tropicos.org/Name/50089798,NA,Exclude,no_match,1,http://www.tropicos.org/Name/50089798
Equisetum environmental sample,Equisetum variegatum var. nelsonii A.A. Eaton,No opinion,FALSE,0,0,0,0,0,Fern Bulletin 12: 41. 1904. (Fern Bull.) ,http://www.tropicos.org/Name/26604574,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26604574
Equisetum environmental sample,Equisetum variegatum var. variegatum ,No opinion,FALSE,0,0,0,0,0,,http://www.tropicos.org/Name/26605337,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26605337
Equisetum environmental sample,Equisetum xylochaetum Mett.,No opinion,FALSE,0,0,0,0,0,Filices Lechlerianae 2: 34. 1859. (Fil. Lechl.) ,http://www.tropicos.org/Name/26608437,NA,Exclude,no_match,1,http://www.tropicos.org/Name/26608437
Grammitis bryophila (Maxon) F.Seym.,Grammitis bryophila (Maxon) F. Seym.,No opinion,TRUE,0,0,1,0,0,Phytologia 31(2): 172. 1975. (Phytologia) ,http://www.tropicos.org/Name/26609601,NA,NA,no_match,1,http://www.tropicos.org/Name/26609601
Grammitis bufonis L.D.Gómez,Grammitis bufonis L.D. Gómez,No opinion,TRUE,0,0,1,0,0,Phytologia 52(3): 154–155. 1982. (31 Oct 1982) (Phytologia) ,http://www.tropicos.org/Name/26609653,NA,NA,no_match,1,http://www.tropicos.org/Name/26609653
Grammitis cincta Copel. ex Parris,Grammitis cincta Copel. ex Parris,NA,TRUE,0,0,1,0,0,Allertonia 7(4): 300. 1997 ,IPNI|id:17567490-1|version:1.1.1.1.2.1.1.4,NA,NA,no_match,1,IPNI|id:17567490-1|version:1.1.1.1.2.1.1.4
Grammitis copelandii Tardieu,Grammitis copelandii Tardieu,No opinion,TRUE,0,0,1,0,0,Notulae Systematicae. Herbier du Museum de Paris 15(4): 421. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/26601639,NA,NA,no_match,1,http://www.tropicos.org/Name/26601639
Grammitis coriaceifolia Rakotondr. & Parris,Grammitis coriaceifolia Rakotondr. & Parris,No opinion,TRUE,0,0,1,0,0,"Adansonia, série 3, 40(11): 141–161. 2018. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100482706,NA,NA,no_match,1,http://www.tropicos.org/Name/100482706
Grammitis cryptophlebia (Baker) Copel.,Grammitis cryptophlebia (Baker) Copel.,No opinion,TRUE,0,0,1,0,0,Philippine Journal of Science 80: 133. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601651,NA,NA,no_match,1,http://www.tropicos.org/Name/26601651
Grammitis deplanchei (Baker) Copel.,Grammitis deplanchei Copel.,No opinion,TRUE,0,0,1,0,0,,http://www.tropicos.org/Name/26614974,NA,NA,no_match,1,http://www.tropicos.org/Name/26614974
Grammitis diminuta (Baker) Copel.,Grammitis diminuta Copel.,No opinion,TRUE,0,0,1,0,0,"The Philippine Journal of Science. Section C, Botany 80: 141, 3. 1952. (Philipp. J. Sci., C.) ",http://www.tropicos.org/Name/100520157,NA,NA,no_match,1,http://www.tropicos.org/Name/100520157
Grammitis ebenina (Maxon) Tardieu,Grammitis ebenina (Maxon) Tardieu,No opinion,TRUE,0,0,1,0,0,Mémoires de l'Institut Français d'Afrique Noire 28: 211. 1953. (Mém. Inst. Franç. Afrique Noire) ,http://www.tropicos.org/Name/100436894,NA,NA,no_match,1,http://www.tropicos.org/Name/100436894
Grammitis holophlebia (Baker) Copel.,Grammitis holophlebia (Baker) Copel.,No opinion,TRUE,0,0,1,0,0,Philippine Journal of Science 80: 136. 1951. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601654,NA,NA,no_match,1,http://www.tropicos.org/Name/26601654
Grammitis kyimbilensis (Brause) Copel.,Grammitis kyimbilensis (Brause) Copel.,No opinion,TRUE,0,0,1,0,0,"Philippine Journal of Science 80(2): 257, f.104. 1952. (Philipp. J. Sci.) ",http://www.tropicos.org/Name/26601640,NA,NA,no_match,1,http://www.tropicos.org/Name/26601640
Grammitis marginelloides (J.W.Moore) Copel.,Grammitis marginelloides (J.W. Moore) Copel.,No opinion,TRUE,0,0,1,0,0,Occasional Papers of the Bernice Pauahi Bishop Museum of Polynesian Ethology and Natural History 14: 72. 1938. (Occas. Pap. Bernice Pauahi Bishop Mus.) ,http://www.tropicos.org/Name/50166790,NA,NA,no_match,1,http://www.tropicos.org/Name/50166790
Grammitis melanoloma (Cordem.) Tardieu,Grammitis melanoloma (Cordem.) Tardieu,No opinion,TRUE,0,0,1,0,0,Notulae Systematicae. Herbier du Museum de Paris 15: 423. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/100406045,NA,NA,no_match,1,http://www.tropicos.org/Name/100406045
Grammitis nudicarpa Copel.,Grammitis nudicarpa Copel.,No opinion,TRUE,0,0,1,0,0,University of California Publications in Botany 18: 222. (Univ. Calif. Publ. Bot.) ,http://www.tropicos.org/Name/100515217,NA,NA,no_match,1,http://www.tropicos.org/Name/100515217
Grammitis obtusa Willd. ex Kaulf.,Grammitis obtusa Willd. ex Kaulf.,No opinion,TRUE,0,0,1,0,0,Enumeratio Filicum 84. 1824. (Enum. Filic.) ,http://www.tropicos.org/Name/26601648,NA,NA,no_match,1,http://www.tropicos.org/Name/26601648
Grammitis paramicola L.E.Bishop,Grammitis paramicola L.E. Bishop,No opinion,TRUE,0,0,1,0,0,American Fern Journal 67(4): 105. 1977. (Amer. Fern J.) ,http://www.tropicos.org/Name/26609605,NA,NA,no_match,1,http://www.tropicos.org/Name/26609605
Grammitis pellucidovenosa (Bonap.) Copel.,Grammitis pellucidovenosa (Bonap.) Copel.,No opinion,TRUE,0,0,1,0,0,Philippine Journal of Science 80: 137. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601644,NA,NA,no_match,1,http://www.tropicos.org/Name/26601644
Grammitis pervillei (Mett. ex Kuhn) Tardieu,Grammitis pervillei (Mett. ex Kuhn) Tardieu,NA,TRUE,0,0,1,0,0,"Notul. Syst. (Paris) 15: 424, t.1(12-14). 1959 ",IPNI|id:17396230-1|version:1.11,NA,NA,no_match,1,IPNI|id:17396230-1|version:1.11
Grammitis pseudaustralis Fourn.,Grammitis pseudaustralis Fourn.,NA,TRUE,0,0,1,0,0,Bull. Soc. Bot. France 16: 423. 1870 [1869 publ. 1870] ,IPNI|id:17111670-1|version:1.5,NA,NA,no_match,1,IPNI|id:17111670-1|version:1.5
Grammitis pygmaea (Mett. ex Kuhn) Copel.,Grammitis pygmaea (Mett. ex Kuhn) Copel.,No opinion,TRUE,0,0,1,0,0,Philippine Journal of Science 80(2): 138. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/50288749,NA,NA,no_match,1,http://www.tropicos.org/Name/50288749
Grammitis synsora (Baker) Copel.,Grammitis synsora (Baker) Copel.,No opinion,TRUE,0,0,1,0,0,Philippine Journal of Science 80(2): 137. 1952. (Philipp. J. Sci.) ,http://www.tropicos.org/Name/26601646,NA,NA,no_match,1,http://www.tropicos.org/Name/26601646
Gymnocarpium dryopteris var. aokigarharaense Nakaike,Gymnocarpium dryopteris var. aokigarharaense Nakaike,No opinion,TRUE,0,0,1,0,0,Journal of Geobotany; or the Hokuriku Journal of Botany 17: 96. 1969. (J. Geobot.) ,http://www.tropicos.org/Name/26611866,NA,NA,no_match,1,http://www.tropicos.org/Name/26611866
Gymnosphaera bachmaensis S.Y.Dong,NA,NA,NA,0,0,1,0,0,Journal of Systematics and Evolution 2020 doi: 10.1111/jse.12679,https://doi.org/10.1111/jse.12679,NA,New species in Gymnosphaera but WF doesn't recognize Gymnosphaera; comb in Cyathea doesn't exist,no_match,1,https://doi.org/10.1111/jse.12679
Gymnosphaera bonii,NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Cyathea bonii Christ,no_match,1,NA
